rank,product,brand,rating,feature,rec_type,category,review
4813,탈스 아토 울트라 리치 모이춰 수딩크림 75g ,스킨큐어,4.5, 촉촉함(수분공급),"영양공급, 피부진정",크림,51
4814,더뉴셀 데일리 모이스처 S.O.S 울트라 카밍 젤 150ml ,에스겔화장품,4.5, 촉촉함(수분공급),피부진정,크림,51
4815,크리니크 리페어웨어 리프트 퍼밍 나이트 크림 50g(건성) ,크리니크,4.9, 건성,건성,크림,55
4816,더페이스샵 명한 미인도 천삼송이 자생 수분고 50ml ,더페이스샵,4.8, 건성,건성,크림,60
4817,셀렉스-C 인핸서 셀린-E 크림 60ml ,셀렉스-C,4.8, ,모든피부용,크림,46
4818,에스티로더 타임 존 나이트 에이지 리벌싱 라인 링클 크림 50ml ,에스티로더,4.9, ,모든피부용,크림,44
4819,한독 스펠라 골드 허벌 익스트렉트 크림 50g ,한독화장품,5, 중건성,중건성,크림,2
4820,노니크 럭셔리 나이트 케어 크림 50ml ,노니크,4, 촉촉함(수분공급),영양공급,크림,2
4821,빌리프 더 트루 크림 아쿠아밤 125ml ,빌리프,4.8, 촉촉함(수분공급),촉촉함(수분공급),크림,28
4822,어스로하 대용량 센텔라 더마 크림 200ml ,코테온,4.7, 촉촉함(수분공급),피부진정,크림,17
4823,산심 효움 순 발효 크림60ml ,한국화장품,5," 피부탄력, 영양공급","피부탄력, 영양공급",크림,1
4824,다나한 효용고 진액 크림 50ml ,소망화장품,4.9, 화이트닝,화이트닝,크림,15
4825,산테 모이스처라이징 데이 크림 50ml ,로고코스,4.7, 촉촉함(수분공급),"피부탄력, 영양공급",크림,3
4826,더뉴셀 엑스트라리페어 리제너레이션 스템셀 크림 500ml ,에스겔화장품,4.7, 촉촉함(수분공급),영양공급,크림,3
4827,렉스 멀티 크림 100ml ,차밍코스메틱,5, 촉촉함(수분공급),"트러블케어, 유수분밸런스조절, 피부탄력, 영양공급, 피부진정",크림,5
4828,코스메데코르테 더 하이드로 사이언스 리파이닝 크림 40g ,코스메데코르테,4.7, 촉촉함(수분공급),"트러블케어, 유수분밸런스조절, 피부탄력, 영양공급, 피부진정",크림,57
4829,잇츠스킨 캐비아 더블 이펙트 크림 50ml ,잇츠스킨,4.6, 촉촉함(수분공급),"트러블케어, 유수분밸런스조절, 피부탄력, 영양공급, 피부진정",크림,37
4830,하늘호수 한방 영양 크림 50ml ,하늘호수,4.8, 지성,지성,크림,25
4831,바이오더마 하이드라비오 나이트크림 50ml ,바이오더마,4.6, ,페이스용,크림,21
4832,스킨푸드 풋사과 크림 63ml ,스킨푸드,4.7, ,모든피부용,크림,45
4833,산심 효움 진 크림 60ml ,한국화장품,4.6, ,모든피부용,크림,26
4834,에스까다 골드 DX 모이스처 플로우 크림 50g ,한불,4.8, ,모든피부용,크림,46
4835,UNNY CLUB 오로라 미팅 크림 50g ,한국씨앤비,5, 촉촉함(수분공급),화이트닝,크림,2
4836,코스메데코르테 바이탈 사이언스 프리미엄 콜라게닉 크림 30g ,코스메데코르테,4.7, 촉촉함(수분공급),화이트닝,크림,50
4837,클라란스 멀티 액티브 데이 얼리 링클 코렉션 크림-젤 50ml(중복합) ,클라란스,4.8, 복합,복합,크림,40
4838,잇츠스킨 프레스티지 끄렘 진생 데스까르고 60ml ,잇츠스킨,4.9, 화이트닝,화이트닝,크림,35
4839,비쉬 놀마덤 나이트 안티임퍼펙션 리쥬브네이팅 크림 40ml ,비쉬,4.8, 트러블케어,트러블케어,크림,44
4840,씨유스킨 닥터 리페어 크림 15ml ,씨유스킨,4.5, 트러블케어,트러블케어,크림,50
4841,로제 마자린 마린 콜라겐 크림 55ml ,로제화장품,5, 트러블케어,트러블케어,크림,6
4842,산테 모이스처라이징 나이트 크림 50ml ,로고코스,4.3, 촉촉함(수분공급),"유수분밸런스조절, 피부탄력, 피부진정",크림,4
4843,이정순 마유 수분 크림 50ml ,산새미,4, 촉촉함(수분공급),"피부탄력, 화이트닝, 영양공급",크림,1
4844,더뉴셀 데일리 모이스처 S.O.S 울트라 카밍 젤 500ml ,에스겔화장품,4, 촉촉함(수분공급),피부진정,크림,1
4845,시드물 와일드 얌 리빌딩 크림 50ml ,시드물,4.5, 화이트닝,화이트닝,크림,45
4846,이네이처 버치 주스 하이드로 크림 52ml ,한불,4.8, ,모든피부용,크림,4
4847,메디힐 알로에베라 하이드로 겔 300ml ,메디힐,4.8, 촉촉함(수분공급),피부진정,크림,4
4848,빌리프 더 트루 디콕션 라인R 크림 50ml ,엘지생활건강,4.6, ,모든피부용,크림,49
4849,이자녹스 엑스트라 퍼밍 라인 리프트 크림 45ml ,엘지생활건강,3.9, ,모든피부용,크림,14
4850,어퓨 깔라만시 크림 50ml ,에이블씨앤씨,5, 촉촉함(수분공급),화이트닝,크림,4
4851,로로비 허니 플러스 알부틴 5% 50ml ,코테온,4.1, 촉촉함(수분공급),"화이트닝, 피부진정",크림,13
4852,닥터플로라 네롤리 꽃물 화이트 크림 50ml ,닥터플로라,5, 촉촉함(수분공급),"피부탄력, 화이트닝, 영양공급, 피부진정",크림,13
4853,메디큐브 레드 멜라이징 크림 15ml ,코스메카,3.8, 촉촉함(수분공급),"피부탄력, 화이트닝, 영양공급, 피부진정, 안티에이징",크림,4
4854,토니모리 내추럴스 산양유 프리미엄 톤업 크림 60ml ,토니모리,3.8, 촉촉함(수분공급),영양공급,크림,5
4855,클라란스 멀티 액티브 데이 크림 젤 50ml ,클라란스,4.6, 촉촉함(수분공급),영양공급,크림,52
4856,스킨팩토리 세븐세컨즈 스피드 화이트 크림 100g ,뉴앤뉴,4, 화이트닝,화이트닝,크림,2
4857,시세이도 화이트 루센트 브라이트닝 모이스처라이징 젤 N 40g ,시세이도,4.8, 화이트닝,화이트닝,크림,52
4858,돈케어 프리미엄 바이탈 랩핑 크림 50ml ,나우코스,5," 촉촉함(수분공급), 저자극, 부드러운 발림","유수분밸런스조절, 보습, 화이트닝, 주름케어",크림,4
4859,더사가오브수 효혜윤 가윤 크림 50ml ,엘지생활건강,1," 촉촉함(수분공급), 저자극, 부드러운 발림","유수분밸런스조절, 보습, 화이트닝, 주름케어",크림,1
4860,더사가오브수 선혜윤 수윤 크림 50ml ,엘지생활건강,1," 촉촉함(수분공급), 저자극, 부드러운 발림","유수분밸런스조절, 보습, 화이트닝, 주름케어",크림,1
4861,조르지오아르마니 프리마 모닝 글로우 밤 50ml ,조르지오아르마니,4.2, ,모든피부용,크림,12
4862,노에비아 99 프로텍팅 스킨 크림 30g ,노에비아,4.8, ,모든피부용,크림,33
4863,"유세린 울트라 센세티브 수딩케어 드라이 스킨 50ml(건성, 민감성) ",바이어스도르프,4.9," 건성, 민감성","건성, 민감성",크림,47
4864,씨씨붐 안티폴루션 쉴드 카밍 크림 100g ,가온화장품,5, 촉촉함(수분공급),"피부탄력, 영양공급, 피부진정",크림,37
4865,퍼스트랩 프로바이오틱 크림 15ml ,일동제약,4.4," 피부탄력, 영양공급","피부탄력, 영양공급",크림,9
4866,프리티코 얼티밋 멀티 코렉팅 셀 크림 50g ,2019.08.,4.4, 50ml(g),,크림,9
4867,더뉴셀 세범EX 피에이치 밸런스 모이스처라이저 150ml ,에스겔화장품,4.4, 촉촉함(수분공급),피부진정,크림,9
4868,빽투영크림 스킨톡 보르에이징 50ml ,스킨톡,4.5, 촉촉함(수분공급),"피부탄력, 화이트닝",크림,35
4869,글램폭스 얼큰이 크림 50ml ,결고은사람들,4.6, 화이트닝,화이트닝,크림,10
4870,이자녹스 테르비나 더 골든 크림 60ml ,엘지생활건강,5, 화이트닝,화이트닝,크림,3
4871,AHC 히아루로닉 크림 200ml ,카버코리아,4.8, 화이트닝,화이트닝,크림,4
4872,엔프라니 닥터힐다 멜라 스켈링 멜라닌 화이트 페어링 크림 50g ,엔프라니,4.8, 화이트닝,화이트닝,크림,4
4873,토니모리 타코포어 세범 컨트롤 젤 크림 50ml ,코스메카,4.8, ,"낮, 밤",크림,4
4874,시드물 슈퍼 바이탈 알로에 크림 80g ,시드물,4.9, ,모든피부용,크림,46
4875,하겔 퍼펙트 하이드레이션 크림 50ml ,하겔,4.8, ,모든피부용,크림,50
4876,닥터영 울트라 모이스트 솔루션 크림 50g ,닥터스코스메틱,4.7, ,모든피부용,크림,32
4877,코스알엑스 파하 모이스쳐 리뉴얼 파워 크림 50ml ,코스알엑스,4.7, ,"낮, 밤",크림,27
4878,에뛰드하우스 해피 위드 피글렛 지니 멀티 밤 35g ,코스온,4.5, 촉촉함(수분공급),영양공급,크림,4
4879,배내스템 크림 젠틀 모이스트 50ml ,코스맥스,5, 촉촉함(수분공급),"흡수력, 보습",크림,2
4880,라네즈 화이트 플러스 리뉴 오리지널 크림 50ml ,아모레퍼시픽,4.7, 화이트닝,화이트닝,크림,27
4881,더스킨 라파 크림 250ml ,더스킨컴퍼니,4.7, ,모든피부용,크림,27
4882,닥터지 악티펌 리얼 리프팅 넥 크림 50ml ,고운세상,4.8, ,모든피부용,크림,49
4883,라포티셀 킵 유어 유스 울트라 리프트 페이스 크림 50ml ,한국콜마,4.8, 촉촉함(수분공급),"유수분밸런스조절, 피부탄력, 영양공급, 안티에이징",크림,5
4884,놀스 원 퍼펙트 영양크림 50ml ,에코먼트,4.9," 촉촉함(수분공급), 저자극, 부드러운 발림","유수분밸런스조절, 보습, 피부탄력, 윤기부여, 화이트닝, 영양공급, 주름케어, 안티에이징",크림,29
4885,소이바이오플러스 퍼멘티드 워터 크림 80ml ,클라젠,5, 촉촉함(수분공급),"보습, 피부탄력, 영양공급, 주름케어",크림,5
4886,이아소 프로그레시브 에이지 케어 크림 45g ,이아소,5, ,모든피부용,크림,16
4887,맥 라이트풀 C 틴티드 크림 40ml(SPF30) ,맥,3.8, ,모든피부용,크림,4
4888,더샘 아이슬란드 워터 볼륨 수분 크림 80ml(지성) ,더샘,4.8, ,모든피부용,크림,44
4889,노에비아 505 퍼펙팅 크림 30g ,노에비아,4.9, ,모든피부용,크림,12
4890,제이앤씨 84% 알로에 베라 모이스처 크림 60g(중지성) ,제이앤씨화장품,4.4, 지성,지성,크림,11
4891,라노펄 리벌스 어드밴스드 에뮤 컨센트레이트 50ml ,라노펄,4.4," 촉촉함(수분공급), 저자극, 부드러운 발림","유수분밸런스조절, 흡수력, 보습, 영양공급",크림,11
4892,다나한 에코퓨어 스네일 리뉴얼 크림 50ml ,소망화장품,4.8, 화이트닝,화이트닝,크림,24
4893,더뉴셀 세범EX 피에이치 밸런스 모이스처라이저 500ml ,에스겔화장품,4.8, 촉촉함(수분공급),피부진정,크림,24
4894,트리펩타이드 크림 50ml ,2019.07.,4.8, 촉촉함(수분공급),피부탄력,크림,24
4895,센텔리안24 마데카크림 파워부스팅 포뮬러 50ml ,센텔리안24,5, 튜브형,튜브형,크림,4
4896,미샤 알로에 수딩젤 285ml ,미샤,4, 튜브형,튜브형,크림,13
4897,비오템 라인 필 크리스탈 크림 50g ,비오템,4.8, 튜브형,튜브형,크림,43
4898,1960NY 퓨어 뷰티 크림 80ml ,한국콜마,5, 촉촉함(수분공급),"화이트닝, 영양공급, 피부진정",크림,9
4899,베르가모 스네일 크림 50g ,씨앤티드림,4.8, 촉촉함(수분공급),"화이트닝, 영양공급, 피부진정",크림,4
4900,토니모리 플로리아 화이트닝 크림 60ml ,토니모리,4.9, 화이트닝,화이트닝,크림,32
4901,리엔케이 리얼 화이트 AD 크림 50ml ,코웨이,4.5, 화이트닝,화이트닝,크림,6
4902,데이셀 아사이베리 수분 크림 60ml ,데이셀화장품,4.8, 화이트닝,화이트닝,크림,27
4903,이노센스 상황수 채윤 크림 50g ,이노센스,4.6, 트러블케어,트러블케어,크림,12
4904,엘리자베스아덴 비저블 화이트닝 퓨어 인텐시브 캡슐 ,엘리자베스아덴,4.7, 트러블케어,트러블케어,크림,42
4905,피토씨 모이스처라이즈 크림 50g ,피토씨,5, ,모든피부용,크림,6
4906,아모레퍼시픽 컨투어 리프트 스킨 디파이닝 크림 50ml ,아모레퍼시픽,5, ,모든피부용,크림,2
4907,수려한 백삼 미백 결 크림 50ml ,엘지생활건강,4.6, 화이트닝,화이트닝,크림,12
4908,사임당 인현진 크림 플러스 45ml ,사임당,4.4, 화이트닝,화이트닝,크림,8
4909,히스토랩 페이드 아웃 히스토 K 크림 500ml ,메디안스,5, 트러블케어,트러블케어,크림,36
4910,달팡 하이드라스킨 크림 50ml ,달팡,4.9, 촉촉함(수분공급),피부탄력,크림,9
4911,씨유스킨 프렌치라일락 브라이트닝 밤 38ml ,씨유스킨,4.9," 촉촉함(수분공급), 부드러운 발림",보습,크림,9
4912,샤넬 르 리프트 크렘 50ml ,샤넬,5, 피부탄력,피부탄력,크림,4
4913,쏘티스 액티브 크림 50ml ,쏘티스,4.7, ,모든피부용,크림,7
4914,엔프라니 닥터힐다 에이징케어 퍼펙션 크림 50ml ,엔프라니,4.3, ,모든피부용,크림,4
4915,시세이도 베네피앙스 리바이탈라이징 크림 N 40g(건성) ,시세이도,4.9, 건성,건성,크림,41
4916,코리아나 세니떼 하이드로 워터릴리 프레쉬 젤 크림 50ml ,코리아나,4.8, 건성,건성,크림,20
4917,셀코스메트 바이탈 50ml ,셀코스메트,5, ,모든피부용,크림,28
4918,랩노 4SP 시칼로에 릴리프 수딩젤 150ml ,한국콜마,4.6, 촉촉함(수분공급),"피부탄력, 피부진정",크림,18
4919,셀큐어 듀오 비타펩 얼티밋 크림 50ml ,한국콜마,4.8, 화이트닝,화이트닝,크림,9
4920,AHC 바이탈 멀티 비타 파이브 크림 50ml ,카버코리아,4.6, 촉촉함(수분공급),"화이트닝, 영양공급, 피부진정",크림,7
4921,르뮤 24HR 에이지 디파잉 크림 52ml ,비엘코스메틱,4.8, 촉촉함(수분공급),"화이트닝, 영양공급, 피부진정",크림,5
4922,잇츠스킨 플라워 셀 크림 50ml ,잇츠스킨,4.8, ,모든피부용,크림,40
4923,빠이요 이드라따시옹 24 50ml ,빠이요,5, ,모든피부용,크림,6
4924,잇츠스킨 글로우 루틴 브라이트 크림 50ml ,잇츠한불,5, 촉촉함(수분공급),화이트닝,크림,4
4925,잇츠스킨 시어버터 링클 케어 크림 50ml ,잇츠스킨,4.5, ,모든피부용,크림,27
4926,아리얼 베리 베리 킵 트웬티 크림 50ml ,뷰티팩토리,4.5, 화이트닝,화이트닝,크림,27
4927,아하바 미네랄 레디언스 오버나이트 디스트레싱 크림 50ml ,아하바,5, 촉촉함(수분공급),영양공급,크림,1
4928,브이오에스 톤업 크림 50ml ,2019.08.,5, 부드러운 발림,부드러운 발림,크림,4
4929,라프레리 어드밴스드 마린 바이올로지 크림 40g ,라프레리,4.9, 부드러운 발림,부드러운 발림,크림,39
4930,엘리자베스아덴 인터빈 스트레스 리커버리 나이트 크림 50g ,엘리자베스아덴,4.9, 부드러운 발림,부드러운 발림,크림,43
4931,결고은사람들 어성초 크림 40g ,결고은사람들,4.4, 트러블케어,트러블케어,크림,23
4932,조성아22 모이스트 인 크림 50ml ,조성아22,4.7, 영양공급,영양공급,크림,7
4933,애즈이즈투비 프레쉬 릴리프 모이스처라이저 50ml ,아이썸,5, ,모든피부용,크림,5
4934,원페이스 한정판 모링가 탱탱 팔자주름 크림 100ml ,뷰티스트,4.8, 촉촉함(수분공급),영양공급,크림,16
4935,레파차지 하이드로 콤플렉스 PFS 크림 42g ,레파차지,5, ,모든피부용,크림,3
4936,토니모리 지오루션 샥스핀 콜라겐 크림 50ml ,토니모리,4.7, 화이트닝,화이트닝,크림,15
4937,라홍 310비비드 촉촉팽팽 영양크림 120ml ,내추럴코리아,4.8, 촉촉함(수분공급),"유수분밸런스조절, 화이트닝, 영양공급, 피부진정",크림,26
4938,피토메르 이드라 꽁띠뉘 100ml ,피토메르,5, 촉촉함(수분공급),"유수분밸런스조절, 화이트닝, 영양공급, 피부진정",크림,26
4939,시어테라오가닉스 마라쿠자 플럼프 페이스 크림 50ml ,시어테라오가닉스,5, ,모든피부용,크림,1
4940,코리아나 로댕쇼 마유 크림 70ml ,코리아나,4.5, 화이트닝,화이트닝,크림,15
4941,퓨어힐스 센텔라 70 크림 50ml ,리봄화장품,5, 화이트닝,화이트닝,크림,28
4942,숨37도 화이트 어워드 래디언스 크림 40g ,엘지생활건강,4.8, 화이트닝,화이트닝,크림,37
4943,미샤 니어스킨 토탈 에센셜 크림 50ml ,미샤,4.6, 화이트닝,화이트닝,크림,33
4944,더샘 듀이 러브 하이드레이팅 크림 50ml ,더샘,2, 촉촉함(수분공급),"유수분밸런스조절, 피부탄력",크림,1
4945,한국화장품 청명 비책 75ml ,한국화장품,4.7, ,모든피부용,크림,30
4946,셀코스메트 쥐베닐 데이 크림 30ml ,셀코스메트,4.7, ,모든피부용,크림,30
4947,파머스 나이트 크림 75g ,파머스,4, ,모든피부용,크림,1
4948,바비펫 피치 올인원 수분 크림 100g ,바비펫,4.5, ,모든피부용,크림,33
