rank,product,brand_date,rating,price,category,review
6828,러브앤쇼 밍크숏점퍼 VBJLGJP04 ,러브앤쇼,4.4,"142,800",점퍼,44
6829,뽀글이 양털카라 사각 웰론 롱패딩 점퍼 ,2019.11.,5,"59,500",점퍼,2
6830,GGPX 폭스퍼카라 탈부착 캐시미어혼방코트 GJDCCT940F ,GGPX,5,"186,920",코트,2
6831,아이잗바바 리얼 무스탕 배색 울 코트 BJCA3FR09 ,아이잗바바,5,"1,189,522",코트,1
6832,ZOOC 주크 와이드핏 칠부팬츠 v194msa941 ,대현,4,"87,600",바지,7
6833,에고이스트 빅카라 소매변형 볼륨 블라우스 PU EJ4WB160 ,에고이스트,4,"64,250",블라우스/셔츠,2
6834,방이언니 슬림 골지 니트 목 폴라 롱 원피스 ,2019.10.,5,"18,000",원피스,6
6835,하늘풍선 자체제작 니트 후드 트레이닝 세트 2 ,2019.09.,4.1,"48,000",트레이닝복,15
6836,겨울신상 캔디 펄 라운드 니트 ,2019.12.,4.5,"29,800",니트/스웨터,2
6837,기모 알파 조거팬츠 바지 트레이닝 104-MZ ,2019.10.,4.1,"13,790",트레이닝복,27
6838,잇미샤 플라워 프린트 레이어드 원피스 ITJ9ZOP950 ,시선인터내셔널,4.9,"135,200",원피스,9
6839,샤틴 셔츠형벨티드원피스s194c601 ,영흥,5,"164,000",원피스,1
6840,울니트 루즈핏 풀오버 베이직 이너 하이넥 목폴라티 ,2019.11.,4.6,"13,780",니트/스웨터,11
6841,피그먼트 덴롱원피스 PAIF-WOPW151 ,케이컴퍼니,3.5,"25,050",원피스,2
6842,케네스레이디 슈가론 원피스 EWOPJK03 ,케네스레이디,3.5,"108,290",원피스,2
6843,프렌치 퀄팅 누빔 카라 롱 패딩 ,2019.11.,3.8,"58,500",점퍼,5
6844,쥬시쥬디 퍼달이포인트된다운코트 HSGD720E ,쥬시쥬디,4.5,"76,230",점퍼,13
6845,LBL 캐시울 컬러 핸드메이드 이중지 코트 ,LBL,4.8,"179,090",코트,177
6846,나인 베이직 터틀넥 슬림 니트 NCI7BK-T5086M0 ,나인,4.5,"28,800",니트/스웨터,32
6847,라인 나그랑 오버핏 코트 NGHCIK94 ,라인,4.9,"39,420",코트,14
6848,르오트 테디 부클 에코퍼 더블코트 ,르오트,4.5,"24,130",코트,15
6849,보브 스트라이프 포인트 풀오버 니트 7158450103197 ,신세계인터네셔날,4.8,"41,880",니트/스웨터,9
6850,잇미샤 클래식 플리츠 스커트 ITJ9YSK960 ,잇미샤,4.7,"131,400",스커트,20
6851,도호 라쿤배색 구스 숏패딩 DTWDJ940 ,도호,4.7,"341,240",점퍼,20
6852,제시뉴욕 벨티드롱후드패딩 B9W5NPEH7050 ,제시뉴욕,5,"166,790",점퍼,1
6853,연말 트위드 반팔 원피스 ,2019.11.,5,"38,500",원피스,1
6854,스트 소매스트랩 울재킷 ,2019.12.,5,"124,420",재킷,1
6855,9부 요가바지 트레이닝 팬츠 ,2019.05.,4.7,"6,600",트레이닝복,"5,351"
6856,아뜨랑스 bs4737 브이넥 오픈 카라 디자인의 깔끔한 무지 쉬폰 블라우스 blouse ,아뜨랑스,4.8,"17,600",블라우스/셔츠,53
6857,랩 넥스카프 도트롱 원피스 AK4WOA77 ,랩,5,"59,600",원피스,2
6858,모모 코듀로이 H라인 롱 스커트 ,2019.10.,4.1,"34,800",스커트,9
6859,모노드레스 450기모반하이 세미부츠컷 ,모노드레스,3.8,"20,615",청바지,81
6860,지스바이 구스 라운드넥 경량패딩베스트 LSLWJA51 ,위비스,4.7,"19,950",조끼,41
6861,라쿤오리털패딩 ,2019.11.,4.4,"69,470",점퍼,9
6862,기모 슬림 정장팬츠 1종 ,2019.11.,4.3,"5,900",바지,229
6863,캐시폴라니트 파인울 캐시미어혼방 ,2019.10.,3.8,"33,000",니트/스웨터,14
6864,샤틴 손뜨임 원피스 S194M614 ,영흥,4.4,"221,190",원피스,9
6865,보브 가죽배색 롱 무스탕 7128475103 ,신세계인터네셔날,4.9,"1,248,480",코트,13
6866,리스트 레드라벨 울 블렌드 노버튼 롱 코트 TWHCTI82010 ,리스트,4.8,"66,480",코트,15
6867,더아이잗 숄카라 울 캐시미어 핸드메이드 코트 IJAAOCT02 ,바바패션,4.5,"262,800",코트,2
6868,지고트 캐시미어100 코트 ,지고트,5,"411,350",코트,3
6869,어니스트 퀄팅 패딩 투피스 세트 ,어니스트,4.3,"42,800",코디세트,6
6870,융털레깅스 기모 밍크 겨울 레깅스 타이즈 스타킹 ,2019.11.,4.3,"5,890",레깅스,6
6871,쉬즈미스 베이직 솔리드 모크넥 풀오버 7 Color SSKPO41110 ,쉬즈미스,3.9,"23,200",니트/스웨터,29
6872,스판 밴딩 코듀로이 부츠컷 팬츠 ,2019.11.,5,"33,000",바지,2
6873,모노타임 마벨 터틀넥 소프트 니트 ,2019.11.,4.2,"14,800",니트/스웨터,5
6874,리스트 스트라이프 모크넥 풀오버 ,리스트,4,"16,330",니트/스웨터,2
6875,얇은 누빔 패딩 여자 깔깔이 점퍼 ,2019.09.,3.9,"15,220",점퍼,17
6876,로브 주름 핸드메이드 맥시롱 코트 ,2019.10.,4.5,"187,000",코트,10
6877,뱅뱅 여성 경량 구스 다운점퍼 ,뱅뱅,4.1,"40,920",점퍼,56
6878,19FW 프리미엄 밍크카라 양가죽 구스다운 코트 여성 ,2019.07.,4.9,"298,480",조끼,364
6879,제이케이 골지 니트 스커트 JITKS002G ,제이케이,4.6,"14,110",스커트,56
6880,올리비아로렌 밍크퍼 래빗안감 패딩점퍼 VVPKAUWA211 ,세정,4.6,"450,000",점퍼,56
6881,온앤온 19 겨울 하이넥 베이직 티셔츠 NE9WE118 ,온앤온,4.8,"40,880",티셔츠,4
6882,탑텐 여성 폴라리스 심리스 덕다운롱패딩 MSY4JP2906 ,신성통상,4.4,"86,310",점퍼,9
6883,케네스레이디 반폴라 옆트임 니트 EKPOJK0300 ,케네스레이디,4.5,"47,030",니트/스웨터,10
6884,A G 엣지 하이웨이스트 라이크라 데님 2종 WINTER19 ,2019.12.,4.8,"56,040",청바지,152
6885,닥스레이디스 블랙 탈착후드 구스다운점퍼 WKJU8D002BK ,LF,5,"735,050",점퍼,2
6886,홀가먼트 라쿤폭스터들 ,2019.11.,4,"59,800",니트/스웨터,1
6887,윈터 안감기모 스키니 ,2019.11.,4.6,"29,900",청바지,37
6888,레코브 베이직니트스커트 LW319ZSK904X ,레코브,5,"40,950",스커트,2
6889,미나그램 앤크 퍼프 니트 ,미나그램,4.1,"20,140",니트/스웨터,60
6890,에이드 히든 핸드메이드 롱코트 ,2019.10.,4.5,"178,330",코트,17
6891,언더아머 여성 HeatGear® 아머 레깅스 백 1309631002 ,언더아머,4.7,"45,780",레깅스,39
6892,시슬리 폭스퍼 하프 제시카 무스탕 코트 SALEF3961 ,시슬리,4.8,"677,990",코트,5
6893,크로커다일 소프트터치 중기장 기모치마 레깅스 CL8WPT403 ,크로커다일,4.5,"14,070",바지,22
6894,제시뉴욕 리버서블 폭스 배색 무스탕 J9A7NBFH8590 ,제시뉴욕,4.8,"313,200",점퍼,4
6895,루즈핏 롱 셔츠 원피스 ,2019.11.,4.2,"36,000",원피스,5
6896,순수 성인 여자 한복 털배자 ,2019.12.,5,"134,990",한복,1
6897,푸마 19FW 여성 웜셀 롱패딩코트 1종 ,푸마,4.6,"129,270",점퍼,25
6898,튤립 체크 뷔스티에 원피스 ,2019.11.,4.5,"47,500",원피스,4
6899,지오다노 브러시드 오버핏 후드 집업 328927 ,지오다노,4.6,"17,290",티셔츠,268
6900,쥬시쥬디 핸드메이드후드코트 JSCA720E ,쥬시쥬디,4.2,"55,880",코트,19
6901,나이스크랍 러저 롱 코트 N194XWCA41 ,나이스크랍,4.2,"214,390",코트,19
6902,시슬리 폭스퍼 카라 인조 무스탕 SALE39961 ,시슬리,5,"434,140",재킷,1
6903,미쏘 숏기장 퍼 자켓 MIWJLA111G ,미쏘,3,"88,730",재킷,1
6904,아이잗바바 오버핏체크무늬코트 BJAE0CT04 ,아이잗바바,4.8,"299,830",코트,4
6905,지컷 스타일 뿜뿜 오리털 숏패딩 72281176 ,지컷,4.8,"212,300",점퍼,4
6906,에잇세컨즈 애쉬 기모 스티치 스트레이트 데님 팬츠 329X21LPG4 ,에잇세컨즈,4,"32,650",청바지,4
6907,플라스틱아일랜드 트위드 장식 니트 PK4KL201 ,플라스틱아일랜드,3,"43,200",니트/스웨터,2
6908,보브 슬림 밴드 롱다운 7128117501Y ,보브,4.6,"150,930",점퍼,10
6909,탑걸 레터링 기모 후드 티셔츠 TJZATS914F ,연승어패럴,4.4,"19,970",티셔츠,7
6910,미아마스빈 티타임 밍크 스트랩 야상 ,2019.11.,4.4,"115,600",점퍼,7
6911,에이치커넥트 여성 라운드넥 루즈핏니트 30191-140-887-33 ,에이치커넥트,4.2,"9,200",니트/스웨터,42
6912,오버핏 브이넥 롱 니트 조끼 ,2019.09.,4.6,"26,400",조끼,32
6913,나크21 더블버튼 골덴 배기팬츠 NK94-P-8 ,2019.11.,4,"19,360",바지,4
6914,무자크 여성 융기모 솔리드 슬렉스 ME9ZPT90 ,무자크,3,"4,930",바지,1
6915,질스튜어트 핑크 단색 플레어원피스 JSDR9C170P1 ,LF,5,"513,220",원피스,2
6916,미쏘 더블 버튼 롱 코트 MIWJHA13PG ,미쏘,1,"73,770",코트,1
6917,시슬리 폭스퍼 롱 무스탕 SALED8861 ,베네통,4.4,"159,760",코트,16
6918,스튜디오톰보이 톰보이 덤블 카라 더플 다운 점퍼 9109414022 ,스튜디오톰보이,4.7,"499,000",점퍼,3
6919,아디다스 여성 겨울 레깅스 7946 ,아디다스,5,"39,000",레깅스,2
6920,핸드메이드 폭스 케이프코트 ,2019.10.,4.9,"178,000",코트,10
6921,헤링본 랩 made by LAP 알파카혼방 원버튼 자켓 AK4WJA61 ,헤링본,4.7,"116,600",재킷,48
6922,시슬리 오버핏 롱 구스패딩 점퍼 SAPDC4961 ,시슬리,4.5,"690,000",점퍼,2
6923,시어링 숏 자켓 ,2019.12.,4.8,"147,000",재킷,4
6924,올리브데올리브 반목 부클 니트 YK0SP663 ,올리브데올리브,5,"59,400",니트/스웨터,1
6925,패치 슬림핏 여자 츄리닝 조거 팬츠 기모 ,2019.10.,4.2,"22,800",바지,27
6926,피치기모 빅주름 롱원피스 겨울원피스 어쓰 ,2019.11.,4.4,"35,900",원피스,11
6927,어쓰 NEW 벨벳 플리츠주름 뷔스티에 원피스 ,2019.10.,3.8,"20,600",원피스,22
6928,샤틴 리본 타이 플레어 원피스 O194-T924A-11 ,샤틴,3.8,"45,110",원피스,22
6929,온나 루즈핏 마란 브이넥 니트 ,2019.11.,4,"40,050",니트/스웨터,8
6930,나이키 테크 플리스 윈드러너 풀집 후디 BV3456-010 ,나이키,4.7,"76,700",트레이닝복,58
6931,기모안감 찰랑 루즈핏 옆트임 롱 티셔츠 ,2019.11.,4.6,"14,900",티셔츠,97
6932,겨울 기모 하이웨스트 H라인 스커트 미니 5부 미디롱 ,2019.12.,5,"24,900",스커트,2
6933,BCBG 얼반 구스 다운 B8W9F809 ,수인터내셔날,4.5,"72,080",점퍼,15
6934,107스타일 벨트니트원피스 107STYLE WOPS1042 ,107스타일,4.1,"27,110",원피스,59
6935,로런드 롱원피스 ,2019.11.,4.4,"29,800",원피스,"1,082"
6936,리바이스 여성 721 하이라이즈 스키니 웜진 18882-0252 ,리바이스,4,"63,560",청바지,1
6937,쉬즈미스 온라인단독 2019겨울최신상 더블코트 50 ,쉬즈미스,5,"118,090",코트,3
6938,울 모직 체크 롱남방 셔츠코트 ,2019.10.,4,"66,400",블라우스/셔츠,7
6939,헤지스 퍼배색 후드패딩점퍼 HSJU8D009BK ,헤지스,4.8,"263,400",점퍼,25
6940,개화기 빈티지 레이스카라 벨벳원피스 ,2019.11.,3.7,"30,200",원피스,3
6941,오일릴리 패턴 점퍼 OW8FGJP112 ,오일릴리,4.7,"216,480",점퍼,6
6942,나인 스텝 코듀로이블라우스 A19SH9406 ,나인,5,"21,270",블라우스/셔츠,4
6943,피렌비 허리밴딩 코듀로이 팬츠 2컬러 GTS9-PT11040D ,지티글로벌,3.8,"42,900",바지,5
6944,아르마니 코트 6G2L74999 ,아르마니,4.8,"585,280",코트,38
6945,온스타일 홀 라인 스티치 울 80 니트 ,2019.11.,4.3,"32,850",니트/스웨터,10
6946,이젠 여자청바지 기모청바지 와이드핏 밴딩 안기모 이젠나 슬랙스 통바지 473 ,2019.10.,4.4,"12,900",청바지,31
6947,나이스크랍 포테 롱 코트 N194MWCA90 ,롯데지에프알,5,"371,100",코트,1
6948,써스데이아일랜드 벨벳 롱 원피스 T188MOP240W ,수빈,4.8,"130,070",원피스,13
6949,실크 슬립 원피스 7col 드레프트 새틴 언발 나시 롱 민트 이너 미뜨모히 ,2019.11.,4.3,"29,500",원피스,3
6950,제이빔 뽀글이 집업 JVVW19NC4 ,제이빔,5,"35,810",조끼,2
6951,무배3컬러 스눕박스 피치기모롱티셔츠 ,2019.12.,4.4,"18,900",티셔츠,7
6952,보니스팍스 하이넥 밑단 셔링 밍크 자켓 BX48MJ250 ,보니스팍스,4.4,"189,240",재킷,7
6953,시슬리 SISLEY 램스킨퍼 숏 무스탕 점퍼 SALE33861BK ,시슬리,5,"352,390",재킷,3
6954,브이넥 오버롤 연말룩 뷔스티에 원피스 ,2019.12.,5,"44,100",원피스,3
6955,리스트 럭셔리 탈부착 라쿤퍼 울 블렌드 코트 ,리스트,5,"68,630",코트,3
6956,보송 포켓오픈 데이 니트베스트 ,2019.10.,4.7,"19,900",조끼,18
6957,지컷19F W BACK 날개 코트 7259416502 ,지컷,4,"173,220",코트,4
6958,탑걸 반폴라 기모 맨투맨 티셔츠 TJZATS915F ,탑걸,4.7,"26,860",티셔츠,3
6959,디즈니 남여 공용 럭스론 롱벤치 코트 ,디즈니,4.7,"37,520",점퍼,3
6960,퍼프 소매 워머 롱 니트 ,2019.10.,4.5,"55,000",니트/스웨터,53
6961,4컬러 기모 스판 밴딩 골덴 코듀로이 배기 스키니 팬츠 아이 ,2019.10.,4,"33,900",바지,6
6962,발렌시아 구스털 경량 롱 패딩 점퍼 V8AKE63 ,발렌시아,4.6,"116,714",점퍼,51
6963,리스트 드롭숄더 솔리드 울 코트 TWWCTI80030 ,인동에프엔,4.5,"67,880",코트,57
6964,후드트레이닝 SET ,2019.10.,3.8,"19,800",트레이닝복,50
6965,써스데이아일랜드 플라워패턴쉬폰롱원피스 T196MOP140W ,써스데이아일랜드,5,"137,100",원피스,3
6966,기획무배 기프트 누빔 패딩조끼 ,2019.10.,4.2,"14,900",조끼,71
6967,겨울신상 뽀글이 스마일 하트 기모 맨투맨 ,2019.12.,4.5,"19,800",티셔츠,8
6968,여성 겨울 페이크퍼 밍크 카라 트렌치 패딩 코트 ,2019.12.,5,"96,000",코트,1
6969,리스트 캐시미어 벨티드코트 TWWCTI80020 ,리스트,4,"84,000",코트,1
6970,지컷 폭스퍼 방울 벨티드 구스다운점퍼 7219117082 ,지컷,5,"371,390",점퍼,7
6971,온앤온 W407 빅카라 오버핏 핸드메이드 코트 jw9wh407 ,제이엠제이,4.3,"159,600",코트,3
6972,나이스크랍 모혼방 일자핏 퍼코트 N194XWCA44 ,나이스크랍,5,"205,860",코트,3
6973,아이잗바바 양면뽀글이무스탕 BJCE3FS22 ,아이잗바바,5,"137,560",코트,1
6974,마인드브릿지 여PN폭스퍼오버핏설현구스점퍼 MTDJ8202 ,마인드브릿지,4,"169,533",점퍼,2
6975,77 로지 코듀로이 팬츠 패션풀 BPT21761 55 ,2019.11.,3.8,"17,840",바지,218
6976,씨씨콜렉트 더블버튼 롱 코트 E194MSH152 ,씨씨콜렉트,5,"320,280",코트,1
6977,써스데이아일랜드 케이블변형조직롱베스트 T178MVT235W ,지엔코,4.4,"41,230",조끼,35
6978,보브 태처블 폭스 퍼 벨티드 점퍼 1910218176108 ,신세계인터네셔날,4.4,"381,800",점퍼,35
6979,발렌시아 후드 밍크 트리밍 렉스 안감 코트 v9akf98 ,발렌시아,5,"490,000",코트,2
6980,폴라 골지 니트 롱원피스 터틀넥 꽈배기 ,2019.11.,5,"26,830",원피스,1
6981,리스트 유니크 언발란스 프릴 벨벳 원피스 ,인동에프엔,5,"24,670",원피스,1
6982,피치 기모 스트라이프 폴라티 ,2019.10.,4.6,"13,600",티셔츠,192
6983,케이스위스 여성경량롱다운 452 4218JD450 451 ,케이스위스,5,"51,120",점퍼,2
6984,금장 트위드 체크 루즈핏 카디건 ,2019.09.,4.1,"24,800",카디건,27
6985,보웬 홀가먼트 캐시슬릿 스커트 ,2019.10.,4.4,"56,000",니트/스웨터,7
6986,티렌 NC02 폭스퍼 트렌치구스다운 L194-PWD902-BK ,티렌,4.4,"373,040",점퍼,7
6987,더봄 카라 상견례 원피스 ,2019.11.,4.7,"55,900",원피스,7
6988,라운드넥 여리여리핏 땡땡이 맥시 캉캉롱원피스 ,2019.11.,3,"58,000",원피스,1
6989,샤샤 레이스 카라 블라우스 ,2019.11.,4.2,"19,950",블라우스/셔츠,10
6990,헤지스 벨티드 울캐시미어혼방 코트 WSCO8D009CM ,헤지스,5,"330,800",코트,2
6991,리틀마켓 캉캉 주름 벨벳 롱 플리츠스커트 KL01A9 ,리틀마켓,4.5,"13,860",스커트,4
6992,플라스틱아일랜드 겨울 퍼 셋트 루즈핏 코트 PJ4EC081 ,아이올리,4.7,"74,808",코트,310
6993,여성 스팽글 라운드 넥 슬림 미니 원피스 ,2019.09.,3.8,"28,820",원피스,6
6994,남녀공용 커플 기모 아노락 후드 바람막이 ,2019.11.,5,"34,900",티셔츠,7
6995,코코젠 메즐리 V넥 니트 투피스 ,2019.11.,3.6,"29,290",코디세트,12
6996,izel 아이젤 울 블렌디드 벨티드 코트 ,아이젤,4.8,"63,210",코트,353
6997,아뜨랑스 sk3783 포근하고 따뜻한 겨울소재의 은은한 체크패턴 미니스커트 skirt ,아뜨랑스,4.4,"17,600",스커트,58
6998,JJ지고트 제이제이 사선 브이넥 벨티드 원피스 GICA0OP55 ,JJ지고트,5,"53,100",원피스,9
6999,화려한 프릴소매 시스루 연말원피스 ,2019.11.,4,"37,400",원피스,2
7000,지지샵 4온스 더블 롱 패딩 트렌치 코트 벨트 끈 카라 여성 여자 ,2019.11.,5,"112,990",코트,1
7001,베이직 9부 일자 가죽 팬츠 ,2019.11.,4.1,"33,000",바지,39
7002,커플시밀러룩 AT 하이넥 가죽 오버핏 무스탕 ,2019.11.,4.1,"109,000",재킷,39
7003,라인 벨티드 셔츠원피스 NWOPIJ13 ,린컴퍼니,4.7,"41,530",원피스,3
7004,지컷 G-CUT 비욘드 소매 벨티드 코트 7218416009 ,지컷,4.5,"157,680",코트,6
7005,써스데이아일랜드 여성 프릴 레이스 배색 벨벳 티셔츠 T178MTS234W ,써스데이아일랜드,5,"20,260",티셔츠,4
7006,에고이스트 레이스 뷔스티에 원피스 EK4WO162 ,에고이스트,4.5,"240,940",원피스,2
7007,위아 페이크 밍크퍼 자켓 ,2019.11.,5,"122,000",재킷,2
7008,가을 코디꿀템 보들브이넥가디건 15컬러 ,2019.08.,4.5,"17,900",카디건,155
7009,살롱드리앙 더로우 배색 코트 ,2019.12.,4.5,"221,000",코트,155
7010,블루레이스 소프트배색무스탕점퍼 BIW1JP1051 ,블루레이스,4.5,"39,980",점퍼,155
7011,레코브 절개포인트팬츠 LW3101PT505X ,레코브,4.5,"35,080",바지,155
7012,씨씨콜렉트 폭스 퍼 구스 숏 패딩 E194PsG181 ,씨씨콜렉트,4.5,"323,600",점퍼,11
7013,19FW 겨울 모던 와이드 통 하이웨스트 롱 슬랙스 ,2019.11.,4.7,"34,900",바지,9
7014,아이 데일리 목폴라 티 ,2019.12.,4.4,"18,000",티셔츠,45
7015,아뜨랑스 nt1933 구름같이 포근한 꽈배기 패턴의 라운넥 니트 knit ,아뜨랑스,4.5,"24,000",니트/스웨터,14
7016,겨울아이 소프트 루즈핏 터들넥니트 ,2019.11.,4.4,"22,800",니트/스웨터,17
7017,온앤온 트위드 니트 원피스 JK9WO325 ,보끄레머천다이징,4.4,"36,710",원피스,9
7018,스케쳐스 남여공용 발열안감 퍼텍스쉴드 롱 밴치파카 롱패딩 블랙컬러 SP3UD18W901 ,스케쳐스,4.4,"75,000",점퍼,9
7019,어니스트 레이스 크롭 벨벳 블라우스 ,어니스트,3.8,"19,800",블라우스/셔츠,13
7020,하이웨스트 슬림 미니스커트 타이트 스판 ,2018.12.,4.4,"16,000",스커트,290
7021,톰보이 TOMBOY 리버시블 이너 체크 패딩 점퍼 9109413928 ,2019.11.,4.5,"150,760",점퍼,4
7022,월하객룩 트위드 키작녀 연말파티원피스 ,2019.12.,4.5,"56,000",원피스,4
7023,몽클레어 2019 여성패딩 수엔 Daunenjacke SUYEN ,몽클레어,5,"1,595,700",점퍼,4
7024,에잇세컨즈 블랙 울 블렌디드 투 버튼 재킷 329911LY15 ,에잇세컨즈,4.3,"48,810",재킷,3
7025,보웬 샌더 패딩 ,2019.10.,4.6,"127,800",점퍼,35
7026,리스트 미니 플레어 솔리드 기모 팬츠 TWWSLJ80070 ,리스트,4,"72,100",바지,4
7027,잇미샤 카라 트위드 원피스 ITICWOP710 ,시선인터내셔널,4.8,"209,400",원피스,32
7028,코데즈컴바인 카라패딩 CED-PD803WB ,코데즈컴바인,5,"101,340",점퍼,1
7029,겨울 하이넥 루즈핏 어깨 셔링 퍼프 소매 벌룬 기모 하객 블라우스 ,2019.10.,4.3,"45,000",블라우스/셔츠,4
7030,데일리 브이넥 니트조끼 ,2019.09.,4.4,"12,800",조끼,100
7031,보웬 쿠치 집업 가디건 ,2019.11.,4,"100,000",카디건,1
7032,GGPX 소프트 폭스퍼 캐주얼 무스탕코트 GJZAMU957F ,연승어패럴,4,"201,250",코트,1
7033,유닛 캐시미어 100 여성 브이넥 니트 LFE4-KVN404N 1202404712 ,유닛,4.6,"88,000",니트/스웨터,13
7034,꼼빠니아 PGD01 구스패딩 CA8W0-WIH050 ,꼼빠니아,4.6,"118,500",점퍼,14
7035,샤틴 리본니트가디건 S194C938 ,샤틴,4,"70,350",카디건,5
7036,레더 슬릿 스커트 ,2019.11.,4.7,"92,000",스커트,3
7037,굿유니폼 상하세트 수술복 애드라운드506 ,굿유니폼,4.7,"40,600",유니폼/단체복,134
7038,겨울신상 트위드 라운딩 패딩 자켓 점퍼 ,2019.11.,5,"59,800",점퍼,3
7039,포커스 스카시포인트벌룬소매울니트 BFIW1KT2091 ,포커스,4.9,"14,860",니트/스웨터,9
7040,라코스테 여성 여성 릴렉스핏 자카드 패턴 코튼 울 혼방 셔츠 DF8657-19C44Q KR347 ,라코스테,5,"65,030",원피스,3
7041,비지트인뉴욕 벨티드 하프패딩점퍼 VVCPAE1 ,비지트인뉴욕,5,"110,080",점퍼,3
7042,겨울 모직 A라인 미니 스커트 ,2019.11.,4.4,"18,900",스커트,19
7043,제곱x2 마틴팬츠 9부 일자 흑청 ,2019.12.,4.4,"48,000",청바지,19
7044,리버서블 양면 롱 무스탕 페이크퍼 에코퍼 소라 크림 ,2019.11.,5,"99,000",코트,1
7045,로하스타 소프트 페이크 라쿤퍼 롱패딩 ,2018.11.,3.9,"37,660",점퍼,99
7046,시슬리 지 터틀넥 롱 니트원피스 sakoc2961 ,시슬리,5,"238,800",원피스,8
7047,탑걸 다이아 누빔 경량 TJZAVT903F ,탑걸,4.7,"19,970",조끼,25
7048,트리 후드 니트 ,2019.12.,4.7,"33,440",니트/스웨터,18
7049,써스데이아일랜드 여성 싱글 긴팔 기본 슬림 티셔츠 T196MTS131W ,써스데이아일랜드,5,"38,820",티셔츠,7
7050,플라스틱아일랜드 아일랜드 변형 아가일 자가드 니트 PK4KL181 ,플라스틱아일랜드,5,"49,510",니트/스웨터,7
7051,겨울 레이스 울 플리츠 주름 롱 스커트 ,2019.11.,4.8,"19,900",스커트,6
7052,뱅뱅 여성 사선라인 기모 데님 팬츠 인디고 ,뱅뱅,4.2,"11,660",청바지,24
7053,캔마트 부드러운반목니트 MA09262 ,캔마트,4.7,"17,580",니트/스웨터,658
7054,몬드밍크 퍼 재킷 비비아레이디 ,2019.11.,4.4,"39,900",재킷,25
7055,카라 털 스트링 숏패딩 점퍼 GJCN2PD50 ,2019.11.,4.5,"72,480",점퍼,2
7056,발렌시아 NC02 울라마롱코트 V8BMH70 3636590 ,발렌시아,5,"182,310",코트,2
7057,블랑조 레더 벨트 팬츠 이너 숏 스커트 ,블랑조,4.8,"15,790",스커트,12
7058,올리브데올리브 빅포켓 모직스커트 YW0SS953 ,올리브데올리브,4.8,"75,810",스커트,12
7059,보브 헤링본 7119310401 패턴 벨티드 자켓 ,보브,4.8,"138,290",재킷,12
7060,아키클래식 부클 플리스 롱코트 집업 ,아키클래식,4.3,"79,000",코트,21
7061,에이치커넥트 브이넥 미디 롱 가디건 30230-140-611-37 ,에이치커넥트,4.8,"17,630",카디건,56
7062,거래처 소라 슬림핏 벨벳 뷔스티에 원피스 ,2019.11.,4.4,"5,500",원피스,7
7063,옆트임 크롭 맨투맨 ,2019.09.,4.6,"15,200",티셔츠,84
7064,씨씨콜렉트 코트 E194MSH153 ,씨씨콜렉트,4.5,"291,120",코트,2
7065,리스트 컬러 포인트 부클 코트 TSUCTJ82020 ,리스트,4.5,"174,240",코트,2
7066,메리바움 캘리 자수 덤블 맨투맨 ,2019.11.,3.6,"13,920",티셔츠,5
7067,베네통 폭스 퍼 포켓 체크코트 BACTA5961 ,베네통,4.5,"387,390",코트,2
7068,샤트렌 후드해비덕다운 HC9WDW208 ,샤트렌,4.5,"166,560",점퍼,2
7069,코듀로이 조거 팬츠 ,2019.09.,4.4,"46,000",바지,18
7070,로엠 연말룩 체크패턴 볼륨 가디건 RMCKA1CR31 ,로엠,4.4,"56,910",카디건,18
7071,나이스크랍 올리 롱 코트 N194MWCA01 ,나이스크랍,4.4,"240,300",코트,18
7072,가이거 더블울 후드코트 ,가이거,4.4,"890,980",코트,10
7073,더아이잗 빵빵 오리털숏패딩 IJAM2PD74-340 ,더아이잗,4,"222,300",점퍼,1
7074,크로커다일레이디 폭스퍼 울 함유 코트 CL8W-CT105 ,크로커다일레이디,5,"114,000",코트,3
7075,미리 랑방 노카라 핸드메이드 코트 ,2019.11.,4.6,"275,000",코트,32
7076,덕다운 롱조끼 오리털 패딩베스트 오버핏 ,2019.11.,4.4,"94,890",조끼,9
7077,금장 더블 슬림 여성 바지정장 수트세트 size ,2019.08.,4.6,"107,000",정장세트,18
7078,3컬러 레이 기모 오버핏 레터링 디테일 여리여리 네온 형광 겨울 맨투맨 ,2019.11.,4.5,"14,190",티셔츠,6
7079,밍크융 기모 레깅스 6 컬러 ,2019.10.,4.4,"12,800",레깅스,13
7080,러플 벨벳 뷔스티에 롱 원피스 ,2019.11.,2.5,"17,900",원피스,2
7081,쉬즈미스 맬리사 솔리드 트윌 울 팬츠 ,쉬즈미스,3.8,"24,670",바지,4
7082,빈폴스포츠 여성 B 튜브 다운 BO9938C02 ,빈폴스포츠,4.8,"64,920",조끼,16
7083,겨울 기모 반하이 일자청바지 ,2019.11.,4.6,"29,900",청바지,31
7084,여자 밴딩 스판 보이핏 면 배기팬츠 ,2019.05.,4.4,"32,000",바지,476
7085,카시바디 KASIBADY 코코 이태리양가죽 폭스풀스킨 롱다운 ,카시바디,4.8,"276,200",점퍼,537
7086,겨울신상 양면 기모 롱 부츠컷 슬랙스 ,2019.12.,4.5,"21,230",바지,2
7087,코인코즈 퍼카라 패딩조끼 DP9WV832 ,코인코즈,4.8,"66,120",조끼,4
7088,미나그램 로즈망 스퀘어 퍼프 니트 ,미나그램,4.2,"29,500",니트/스웨터,46
