rank,product,brand_date,rating,price,category,review
10253,랩 빤짝이 주름 샤 스커트 AK4WSA42 ,랩,4.9,"24,134",스커트,9
10254,케이블 니트 ,2019.10.,4.1,"28,500",니트/스웨터,164
10255,폴햄 여성 기모 롱 후드티 ,폴햄,4.1,"16,370",티셔츠,164
10256,샤틴 폭스 벨티드 덕다운 롱패딩 S184M843 ,영흥,4.7,"109,450",점퍼,6
10257,더아이잗 폭스퍼 후드 패딩 IICA2PD03 ,더아이잗,4.4,"179,400",점퍼,7
10258,피핀 소프트 와플 니트 107729 ,2019.11.,4.2,"21,940",니트/스웨터,105
10259,반폴라 롱 플레어 니트 원피스 ,모니카앤아리,4.6,"38,000",원피스,39
10260,잠뱅이 여 장식S T 바이오워싱 양모 일자 데님 AJ4DIG83 ,잠뱅이,4,"47,350",청바지,1
10261,루즈핏 핸드메이드 내피탈부착 울코트 ,2019.10.,4.8,"195,800",코트,4
10262,빈폴 레이디스 라이트 그린 스트레치 폭스퍼 애니 다운 점퍼 BF9X38U04L ,빈폴,5,"484,490",점퍼,1
10263,저스트원 빅사이즈 밴딩 인디고 진청 여성 부츠컷청바지 OA0253 ,저스트원,4.4,"22,500",청바지,185
10264,어니스트 레이스 스모크밴딩 원피스 ,어니스트,4.3,"36,500",원피스,3
10265,여자 웰론 초경량 패딩조끼 4컬러 ,2019.12.,3.8,"8,410",조끼,5
10266,크로커다일레이디 다운패딩cl9wdw107 ,크로커다일레이디,3.8,"173,120",점퍼,5
10267,레드 체크 미디 원피스 와이쇼룸 190824513912 ,2019.11.,4.5,"69,900",원피스,2
10268,보브 여성용 캐시미어혼방 롱 울 코트 7159416101 ,신세계인터네셔날,5,"258,100",코트,2
10269,터들넥 A라인 골지 폴라 롱 니트 원피스 ,2019.11.,4.3,"30,400",원피스,6
10270,몰리델리 퍼 청자켓 ,2019.10.,4.3,"74,260",재킷,26
10271,Hackesch Pure Lace Blouse Cream ,2019.11.,4.3,"67,070",블라우스/셔츠,26
10272,세미 배기 기모 밴딩 팬츠 S M ,2019.12.,5,"29,000",바지,1
10273,아이 모카당일 런던플랏 폴라 니트 ,2019.11.,4,"36,000",니트/스웨터,4
10274,뱅뱅 여성초경량거위털점퍼 NUD8030 ,뱅뱅,4,"30,830",점퍼,4
10275,반목 꽈배기니트 ,2019.11.,4.6,"30,900",니트/스웨터,40
10276,enc EnC 캐시미어 더블코트 ENJH84T36O ,enc,4.5,"82,460",코트,2
10277,쓰리버튼 피치 기모 배기 팬츠 차콜 ,2019.11.,4,"14,900",바지,10
10278,제이케이 헤링본 JEIKEI 울 니트 팬츠 JIDPT003B ,제이케이,4,"21,530",바지,10
10279,티렌 골지 니트 스커트 L194PWKA81 ,코리아팩토리,4.6,"52,870",스커트,10
10280,베네통 루즈핏 하이넥 니트 BAKPA9861 ,베네통,4.3,"59,000",니트/스웨터,55
10281,리스트 LIST 19년 겨울 코쿤핏 울 블렌드 싱글 코트 4가지색상 TWWCTJ80040 ,리스트,5,"98,830",코트,1
10282,나이키 로고 여성 크롭 맨투맨 4종 버건디 ,나이키,4.6,"54,000",티셔츠,16
10283,ab.f.z 기본 더블 모직 코트 FS4GC08 ,ab.f.z,4.6,"58,760",코트,16
10284,밍크트리밍구스다운코트 ,2019.10.,4.4,"25,020",점퍼,80
10285,KARA 카라 KARRA 사선플리츠니트원피스 벨트SET KB9WOP066C ,KARA,4.4,"27,210",원피스,80
10286,시슬리 폭스배색 구스다운 sapdf1911 ,시슬리,4.4,"565,000",점퍼,80
10287,코인코즈 수면양말증정 19겨울 롱 뽀글이점퍼 IM9WM694 ,코인코즈,4.4,"87,250",점퍼,80
10288,라인 겨울 알파카 울 코트 털카라 여우털 NWHCIL0100 ,린컴퍼니,4.7,"318,000",코트,3
10289,나는마리 델로에 벨벳 큐빅 원피스 55 77 ,2019.11.,4.7,"69,290",원피스,3
10290,메리바움 피치 기모 레이어드 롱 나시 ,2019.12.,4.7,"6,220",티셔츠,3
10291,샤틴 체크더블코트 S194M709 ,샤틴,2,"169,930",코트,1
10292,루리엘 니트롱스커트 ,2019.11.,4.6,"16,800",스커트,429
10293,양털 지퍼 배색 아노락 뽀송 뽀글이 루즈핏 겨울 기모 털 후드티 덤블 맨투맨 ,2019.11.,4.1,"22,800",티셔츠,17
10294,루즈핏더블울코트 ,2019.10.,4.4,"24,830",코트,73
10295,에잇세컨즈 부클 칼라 롱 패딩 점퍼 329938LY9H ,삼성물산,4.4,"65,380",점퍼,5
10296,마인드브릿지 스판슬림테이퍼드핏사이드밴딩팬츠 MTPT7211 ,마인드브릿지,5,"44,010",바지,4
10297,르샵 폭스트리밍 벨티드 롱기장패딩 LJBPD563B ,르샵,5,"242,530",점퍼,4
10298,블랙 청 하이웨스트 스판 반바지 ,2018.11.,4.5,"12,900",바지,503
10299,리복 클래식 우먼스 에어 구스다운 여성용 EA3152 ,리복,5,"77,320",점퍼,4
10300,GGPX 더블핸드메이드코트 GJDACT991F ,GGPX,4.8,"87,070",코트,4
10301,아디다스 여성 레깅스 모음 ,아디다스,4.4,"22,600",레깅스,180
10302,시에로 뒷판아웃포켓코듀로이밴딩팬츠 SG1PTF111 ,시에로,5,"103,540",바지,1
10303,긴팔 스퀘어넥 가을 하객 원피스 ,2019.10.,4.4,"39,900",원피스,170
10304,싱가 브이넥 가을 플라워 니트 가디건 긴팔 루즈핏 꽃무늬 간절기 데일리 캐주얼 크롭 숏 ,2019.11.,4.2,"21,800",니트/스웨터,44
10305,레코브 골지니트티셔츠 LW319YKN558D ,레코브,4.1,"19,450",니트/스웨터,8
10306,지고트 체크롱코트 JIBE0CT62 ,지고트,4.9,"81,020",코트,10
10307,더아이잗 폭스퍼페이크무스탕 CJBE3FS51 ,더아이잗,4.9,"201,250",코트,10
10308,부루앤쥬디 케빈원피스 WOLL4DR002 ,부루앤쥬디,4.9,"40,410",원피스,10
10309,톰보이 NEW Y카라 자가드 가디건9109451722 ,2019.12.,4.9,"83,180",카디건,10
10310,코코젠 레나 보석버튼 앙고라 가디건 ,2019.12.,3.7,"22,520",카디건,3
10311,언발 라운드 패딩 ,2019.12.,4.5,"99,000",점퍼,36
10312,미쏘 소매 셔링 오버핏 무스탕 MIWJL9V24G ,미쏘,5,"107,700",재킷,1
10313,미쏘 싱글 버튼 테일러드 카라 자켓 MIWJKA122G ,미쏘,5,"66,880",재킷,1
10314,지고트 수리알파카 폭스퍼 벨티드 코트 JICAOCT95 ,지고트,4.8,"593,500",코트,27
10315,탑텐 여성 온에어 레깅스 MSY4UT2201 ,탑텐,4.8,"7,250",레깅스,37
10316,미니멈 폭스퍼 A라인 울알파카 코트 MSDGWH0870 ,미니멈,4.3,"231,570",코트,3
10317,에잇세컨즈 베이지 패턴 브이넥 니트 359X51LBLA ,삼성물산,5,"24,470",조끼,2
10318,이너프 오버핏 배색 니트 ,이너프,3.8,"27,900",니트/스웨터,15
10319,여성경량 오리털 100 카라 롱패딩 조끼 ,2019.11.,4.5,"33,800",조끼,8
10320,수미수미 면기모세미와이드팬츠 SUJWPT15 ,수미수미,4.5,"78,240",바지,8
10321,매니아온 19FW 에르노 아멜리아 다운패딩 外 PI0505DIC ,에르노,5,"544,990",점퍼,2
10322,리스트 리스트 모티브 컬러풀 패턴 울 블렌드 풀오버 ,리스트,4,"23,240",니트/스웨터,1
10323,닉스 2019 F W 라운드넥 경량 구스점퍼 FNWE501JP ,닉스,4,"39,000",점퍼,8
10324,파라점퍼스 19FW PW JCK MA31 541 고비 다운 패딩 자켓 여성 자켓 TTA ,파라점퍼스,5,"1,225,000",점퍼,1
10325,주뗌므 양기모맨투맨 ,2019.10.,4.6,"21,500",티셔츠,57
10326,센세이션 캐릭터 니트 스웨터 ,2019.12.,5,"26,800",니트/스웨터,2
10327,에이비플러스 금장버튼 핸드메이드 코트 WSS4CC03L ,에이비플러스,4.5,"48,220",코트,4
10328,여자 겨울 슬림핏 목 폴라 터틀넥 미니 원피스 ,2019.10.,4.5,"21,195",원피스,14
10329,톰앤래빗 에리얼체크스커트 머메이드스커트 하객룩 롱스커트 ,톰앤래빗,4,"18,380",스커트,3
10330,TNGTW 폭스퍼 트리밍 구스다운 점퍼 THU09DT01 ,TNGTW,4.6,"118,680",점퍼,7
10331,2컬러 겨울 기모 옆트임 체크 밴딩 스판 하이웨스트 와이드 일자 정장바지 슬렉스 ,2019.11.,4.6,"33,900",바지,7
10332,나이스크랍 체크 모직롱 코트 A194PWC942 ,나이스크랍,5,"191,620",코트,1
10333,하이 5버튼 진청스키니진 ,2019.12.,4.5,"33,900",청바지,4
10334,올포유 여자 다운 점퍼 AWDJH-8318 ,올포유,5,"159,600",점퍼,1
10335,무스너클 19FW 쓰리쿼터 블랙/블랙 퍼 MK2229L3Q ,무스너클,5,"863,040",재킷,1
10336,샤틴 모헤어 펄사포인트 둥근카라 안감 무스탕느낌 코트 S194C710 ,샤틴,5,"95,730",코트,1
10337,일주일특가 스페셜 웜 트위드 패딩점퍼 ,2019.12.,5,"39,900",점퍼,2
10338,노앙 OVERSIZED NAME LABEL HOODIE ,노앙,5,"113,220",티셔츠,2
10339,여성 레깅스 코디 루즈핏 가을 겨울 면 기모 롱 티셔츠 ,2018.10.,4.3,"13,900",티셔츠,458
10340,행텐 여성롱구스조끼패딩10190- 114-822-49 ,행텐,4.4,"24,900",조끼,26
10341,랩 폭스카라더블코트 AK7XXW52 ,랩,4.4,"241,930",코트,26
10342,나는마리 벨루아 더블버튼 트위드 원피스 55 77 ,2019.11.,4.4,"80,090",원피스,26
10343,일리코 코듀로이 밍크안감 배기 밴딩팬츠 골덴 바지 ,2019.11.,4.4,"13,900",바지,692
10344,듀엘 폭스털 롱 구스 다운패딩 D194PSG801 ,대현,4.7,"218,020",점퍼,61
10345,오조이 자체제작 울 30 플리츠 모직 롱 밴딩 스커트 ,오조이,4.6,"14,900",스커트,"1,158"
10346,에고이스트 프리미엄 사가폭스 슬림 벨티드 구스다운 EK4TD007 ,아이올리,4.8,"252,630",점퍼,81
10347,지오스피릿 여성 리몬타원단 SAGA FUR 이태리구스 다운 ,2019.11.,4.8,"295,740",점퍼,417
10348,에고이스트 와이드 폭스퍼 구스 롱다운 EK4TD002 ,아이올리,4.4,"258,790",점퍼,34
10349,GGPX 카라 폭스퍼 숏 구스패딩 GJDBDU992F ,연승어패럴,4.5,"117,550",점퍼,159
10350,AND 19 Winter 사가 폭스카라 양모 100 롱코트 ,AND,4.9,"265,220",코트,781
10351,미리주문10 A G 엣지 캐시미어 50 홀가먼트 터틀 WINTER19 ,2019.11.,4.7,"67,080",점퍼,"1,054"
10352,비지트인뉴욕 테일러드 롱코트 ,비지트인뉴욕,4.8,"72,510",코트,485
10353,미리주문10 A G 엣지 블루폭스퍼 헝가리 구스 다운 WINTER19 ,2019.10.,4.6,"125,100",점퍼,258
10354,에이치커넥트 착장 하이넥 숏 다운 점퍼 30240-113-883-49 ,브랜디드라이프스타일코리아,4.5,"56,910",점퍼,40
10355,빈폴레이디스 옐로이시 울 캐시미어 A라인 트렌치형 코트 BF9X30C10B ,삼성물산,5,"452,160",코트,15
10356,울100 루즈핏 핸드메이드코트 ,2019.12.,4.4,"55,800",코트,17
10357,나이스크랍 폭스퍼 롱 패딩점퍼 N194YWDA01 ,롯데지에프알,4.8,"183,720",점퍼,19
10358,지오다노 여 패딩 숏 푸파 379921 ,지오다노,4.6,"67,020",점퍼,100
10359,베라왕 19FW 구스 코트 + 후드 숄 세트 ,엠에이치티,4.7,"152,830",코트,213
10360,리틀마켓 세미 와이드 일자 코듀로이팬츠 GAJA9APK ,리틀마켓,4.3,"17,010",바지,342
10361,보브 와이드 퍼 카라 구스다운 점퍼 7159417304 ,신세계인터네셔날,4.4,"325,920",점퍼,19
10362,지오다노 퀄팅 경량 조끼 379902 ,지오다노,4.7,"37,530",조끼,257
10363,최강 속 기모 골덴 배기 바지 ,2019.10.,4,"14,700",바지,"1,222"
10364,밍크 퍼 카라 패딩 웰론패딩 ,2019.11.,4.5,"22,790",점퍼,4
10365,다이아 캐시미어 골지 목폴라니트 ,2019.11.,4.3,"34,000",니트/스웨터,755
10366,지오다노 브러쉬드 테리 조거 팬츠 419924 ,지오다노,4.6,"16,140",바지,111
10367,오조이 니트 플리츠 플레어 롱 밴딩 스커트 ,오조이,4.5,"16,500",스커트,"9,142"
10368,솔로이스트 폭스퍼 후드 구스다운 숏 패딩 SAEJD502 ,솔로이스트,4.3,"65,830",점퍼,10
10369,지오다노 크루넥 경량 패딩조끼 379903 ,지오다노,4.7,"29,380",조끼,258
10370,하이웨스트 코듀로이 일자팬츠 9960 ,2019.10.,4.5,"23,900",바지,770
10371,여자 겨울 면스판 기모 레깅스 쫄바지 ,2019.11.,4.4,"13,500",레깅스,"1,147"
10372,부드러운 캐시미어 울 반목 폴라 니트티 ,2019.11.,4,"15,800",니트/스웨터,370
10373,나이스크랍 벨티드 롱구스 패딩 A194PWDA03 ,롯데지에프알,4.9,"256,949",점퍼,14
10374,에고이스트 테잎 디테일 볼륨 숏 구스다운 EK4TD006 ,아이올리,4.7,"239,760",점퍼,55
10375,당일출발무배 구스다운 오리털 경량 이너 패딩조끼 ,2019.11.,4.5,"19,800",조끼,264
10376,부들 캐시미어 반목 폴라 니트 ,2019.10.,4.7,"18,900",니트/스웨터,"1,631"
10377,오리털 100 여성 경량 롱패딩 조끼 ,2019.10.,4.3,"21,900",조끼,663
10378,지컷 큐트 폭스퍼 후드 구스다운 점퍼 7259417005 ,신세계인터네셔날,4.5,"243,950",점퍼,95
10379,에고이스트 라글란 볼륨 구스 숏다운 EK4TD001 ,아이올리,4.8,"223,350",점퍼,52
10380,플라스틱아일랜드 V넥 레이스장식 뷔스티에 원피스 PK4WO131 ,아이올리,3.7,"43,230",원피스,26
10381,포근한 골지 니트 롱 원피스 ,2019.10.,4.6,"30,850",원피스,"1,240"
10382,겨울신상무배 밍크 진주 에코퍼베스트 ,2019.11.,4.6,"15,800",조끼,112
10383,레코브 우주니트 LW319ZKN916X ,레코브,5,"35,080",니트/스웨터,4
10384,슬림 랩 골지 니트티 ,2019.11.,4.8,"17,800",니트/스웨터,4
10385,비지트인뉴욕 기모후드 롱원피스 VVBOPE8 ,비지트인뉴욕,3.3,"26,640",원피스,3
10386,슬림 부츠컷 기모 슬랙스 겨울 여자 정장바지 출근룩 ,2019.10.,3.5,"39,900",바지,2
10387,잇미샤 오버핏 캐시미어 혼방 더블 롱 코트 ITIBHHC680 ,시선인터내셔널,4.5,"293,400",코트,17
10388,랩 빤짝이 주름 샤 스커트 AK4WSA42 ,랩,4.9,"24,134",스커트,9
10389,케이블 니트 ,2019.10.,4.1,"28,500",니트/스웨터,164
10390,폴햄 여성 기모 롱 후드티 ,폴햄,4.1,"16,370",티셔츠,164
10391,샤틴 폭스 벨티드 덕다운 롱패딩 S184M843 ,영흥,4.7,"109,450",점퍼,6
10392,더아이잗 폭스퍼 후드 패딩 IICA2PD03 ,더아이잗,4.4,"179,400",점퍼,7
10393,피핀 소프트 와플 니트 107729 ,2019.11.,4.2,"21,930",니트/스웨터,105
10394,반폴라 롱 플레어 니트 원피스 ,모니카앤아리,4.6,"38,000",원피스,39
10395,잠뱅이 여 장식S T 바이오워싱 양모 일자 데님 AJ4DIG83 ,잠뱅이,4,"47,350",청바지,1
10396,루즈핏 핸드메이드 내피탈부착 울코트 ,2019.10.,4.8,"195,800",코트,4
10397,빈폴 레이디스 라이트 그린 스트레치 폭스퍼 애니 다운 점퍼 BF9X38U04L ,빈폴,5,"484,490",점퍼,1
10398,에잇세컨즈 블랙 플리츠 배색 롱 스커트 119Y27BYA5 ,에잇세컨즈,5,"50,090",스커트,1
10399,피렌비 버클 벨티드 카멜 울 캐시미어 핸드메이드 코트 GTS9-CT11030 ,지티글로벌,5,"212,800",코트,2
10400,후라밍고 폭스털구스다운 F16194050 ,후라밍고,5,"366,800",점퍼,2
10401,X2 제곱 테리점퍼 2col ,2019.11.,4.7,"126,000",점퍼,3
10402,스판 짱 기모 세미부츠컷 팬츠 A9750 ,2019.10.,4.4,"19,500",바지,64
10403,에잇세컨즈 아이보리 스티치 스트레이트 데님 팬츠 329X21LPY0 ,에잇세컨즈,4.6,"37,900",청바지,7
10404,3컬러 따뜻한니트 배색 워머 기모레깅스 ,2019.11.,4.1,"11,900",레깅스,10
10405,츕스 배색 뽀글이 집업 원피스 3컬러 ,2019.12.,5,"34,200",원피스,1
10406,키첼 1 1 매직핏 기모팬츠 ,키첼,4,"34,430",바지,12
10407,여성 패딩바지 오버사이즈 다운 패딩 여성 외피 하이웨이스트 슬림 빅 사이즈 기모 양면 스판 팬츠 연필 ,2019.10.,4.3,"31,500",바지,3
10408,보스 파이톤 쉬폰원피스 2col ,2019.10.,4.5,"29,900",원피스,19
10409,보니알렉스 누빔패딩벨티드점퍼 BDFC482 ,보니알렉스,4.4,"51,330",점퍼,12
10410,피치 커프스 셔츠 ,2019.10.,4.7,"25,800",블라우스/셔츠,111
10411,에고이스트 라글란 볼륨소매 구스다운 카키 EK4TD512 ,아이올리,5,"258,660",점퍼,1
10412,마리 플라워 하객 쉬폰 원피스 ,2019.12.,4.6,"24,900",원피스,963
10413,겨울상품 테디베어 뽀글이 양털 셔츠 청남방 ,2019.12.,4.1,"23,800",블라우스/셔츠,8
10414,YK YK 베이직 브이넥 롱 Y194C630-04 ,2019.12.,4.1,"27,800",조끼,8
10415,슬림핏 라운드 티셔츠 ,2019.08.,4.4,"8,900",티셔츠,385
10416,럭셔리갤러리 노비스 카를라 여성패딩 CARLA CROSSHATCH ,노비스,5,"739,000",점퍼,1
10417,무료베송 에끌 골지 니트 원피스 ,2019.11.,4,"30,000",원피스,8
10418,보브 폭스퍼 숏 구스다운 점퍼 1906193845178 ,신세계인터네셔날,5,"299,990",점퍼,2
10419,MONOC 코듀로이 밴딩 겨울 롱스커트 ,MONOC,5,"31,500",스커트,1
10420,질스튜어트뉴욕 스포츠 McCarren W 카키 퍼 여성 롱다운패딩 JFJU8D856K2 ,질스튜어트뉴욕,4.3,"190,000",점퍼,3
10421,쫀쫀 U롱나시 스판 민소매 미니 끈 원피스 ,동대문상사,4.5,"8,900",원피스,495
10422,어반스 히든 퍼카라 롱패딩 ,2019.12.,5,"39,230",점퍼,1
10423,미쏘 민소매 체크 원피스 MIWOW9V11A ,미쏘,5,"49,590",원피스,2
10424,ZOOC 플리츠 카라 니트 원피스 Z193MSE017 ,대현,4.6,"157,030",원피스,8
10425,제이스타일 루리벤 밍크 카라 패딩점퍼 4온스 ,2019.12.,4.6,"63,800",점퍼,8
10426,보브 원더 패딩 위드 하프코트 7118416108172 ,신세계인터네셔날,4.9,"199,720",코트,7
10427,겨울 노카라 뽀글이 양털 자켓 ,2019.10.,4.4,"38,800",점퍼,34
10428,지지샵 덕다운100 후드 패딩 숏 버터옐로우 여성 ,2019.12.,4,"138,990",점퍼,1
10429,롱걸 하이웨스트 롱부츠컷진 ,2019.10.,4.5,"17,180",청바지,21
10430,헤지스 후드 퍼장착 캐주얼 롱 구스다운패딩 HSJU-9D035 ,헤지스,4.5,"748,724",점퍼,21
10431,어깨 트임 터틀넥 울 니트 ,2019.12.,5,"24,900",니트/스웨터,4
10432,3컬러 양기모 세미 캐릭터 쿠키 기모 오버핏 남여공용 겨울 맨투맨 ,2019.11.,5,"32,000",티셔츠,4
10433,양털 뽀글이 양면 무스탕 조끼 ,2019.11.,3.5,"26,800",조끼,2
10434,양털 무스탕 카라 핀턱 뽀글이 숏 자켓 ,2019.10.,3.8,"24,500",재킷,16
10435,소프트 슬림 터틀넥 티셔츠 ,2019.12.,4.2,"9,790",티셔츠,134
10436,코듀로이 옆트임 미디 겨울 스커트 ,2019.10.,4.3,"23,000",스커트,103
10437,나이스크랍 앙고라 진주 라운드 니트 A194BWKA02 ,나이스크랍,5,"74,250",니트/스웨터,2
10438,셔링 폴라 티셔츠 ,2019.11.,4,"14,900",티셔츠,3
10439,겨울신상 레이스 반지퍼 기모 후드 티셔츠 ,2019.12.,4,"26,800",티셔츠,2
10440,파프리카 투버튼 골덴 팬츠 N94SLA03 ,나눔,5,"40,440",바지,7
10441,안다르 에어웜 기모 지니 AIWL-13006 ,안다르,4.6,"27,350",여성의류,8
10442,밍크 후드 핸드메이드 코트 ,2019.11.,5,"390,000",코트,1
10443,졸리 남녀공용 커플 기모 양털 뽀글이 아노락 후드 티셔츠 3컬러 ,졸리,4,"41,900",티셔츠,2
10444,우먼스 우먼스 김연아 리버서 NBNP9BW012SD 2019 ,2019.11.,4.8,"199,180",점퍼,19
10445,온앤온 19FW 아웃포켓 테디베어 점퍼 NE9WM130 ,온앤온,4.4,"157,850",재킷,10
10446,기모 무지 루즈핏 옆트임 맨투맨 티셔츠 7컬러 ,2019.11.,3.9,"16,800",티셔츠,10
10447,르니앤맥코이 꽃받침카라가디건 MG11CD502 ,르니앤맥코이,5,"61,110",카디건,3
10448,민트바닐라 울 트위드투피스 SET 세렌티 19F55 ,2019.11.,5,"55,200",코디세트,2
10449,안지크 폭스퍼트리밍양모피코트 DD4MT5910 ,안지크,4.8,"284,050",코트,12
10450,지프 롱기장 다운베스트 블루키 GJ4JPF643 ,지프,4.7,"101,700",조끼,123
10451,뽀송하고 따듯한 양털티셔츠 ,2019.11.,4,"14,900",티셔츠,52
10452,후드 울니트 투피스세트 ,2019.11.,4.5,"37,950",코디세트,95
10453,스파오 덤블 루즈핏 점퍼 플리스 SPFZ94VG14 ,이랜드,4.6,"42,120",점퍼,8
10454,보브 베이직 울 블렌드 벨티드 코트 ,신세계인터네셔날,4.7,"347,400",코트,3
10455,요하넥스 밍크 트리밍된 거위털 패딩 Z9D1R200 ,요하넥스,4.7,"569,910",점퍼,3
10456,런칭가109 000원 수트 3종세트 PJ193F0301JK ,2019.10.,4.3,"41,480",정장세트,63
10457,H라인 루즈핏 보트넥 긴팔 롱 니트 원피스 ,2019.10.,4.7,"31,000",원피스,23
10458,인베스트 진주버튼배색니트 VIW1KT2451 ,인베스트,4.7,"24,120",니트/스웨터,23
10459,리버시블 곰돌이 후드 퍼 점퍼 ,2019.11.,5,"76,900",점퍼,1
10460,쉬즈미스 빔 울코트- SWWHCI41100-DK ,인동에프엔,5,"71,540",코트,5
10461,잇미샤 싱글버튼 트렌치 코트 ITICWHC451 ,잇미샤,3.3,"299,400",코트,4
10462,뮤즈 핸드워머 폴라티셔츠 5col ,2019.11.,4.2,"18,000",티셔츠,13
10463,레코브 우주니트 LW319ZKN916X ,레코브,5,"35,080",니트/스웨터,4
10464,슬림 랩 골지 니트티 ,2019.11.,4.8,"17,800",니트/스웨터,4
10465,비지트인뉴욕 기모후드 롱원피스 VVBOPE8 ,비지트인뉴욕,3.3,"26,640",원피스,3
10466,슬림 부츠컷 기모 슬랙스 겨울 여자 정장바지 출근룩 ,2019.10.,3.5,"39,900",바지,2
10467,잇미샤 오버핏 캐시미어 혼방 더블 롱 코트 ITIBHHC680 ,시선인터내셔널,4.5,"293,400",코트,17
10468,랩 빤짝이 주름 샤 스커트 AK4WSA42 ,랩,4.9,"24,134",스커트,9
10469,케이블 니트 ,2019.10.,4.1,"28,500",니트/스웨터,164
10470,폴햄 여성 기모 롱 후드티 ,폴햄,4.1,"16,370",티셔츠,164
10471,샤틴 폭스 벨티드 덕다운 롱패딩 S184M843 ,영흥,4.7,"109,450",점퍼,6
10472,더아이잗 폭스퍼 후드 패딩 IICA2PD03 ,더아이잗,4.4,"179,400",점퍼,7
10473,피핀 소프트 와플 니트 107729 ,2019.11.,4.2,"21,930",니트/스웨터,105
10474,반폴라 롱 플레어 니트 원피스 ,모니카앤아리,4.6,"38,000",원피스,39
10475,잠뱅이 여 장식S T 바이오워싱 양모 일자 데님 AJ4DIG83 ,잠뱅이,4,"47,350",청바지,1
10476,루즈핏 핸드메이드 내피탈부착 울코트 ,2019.10.,4.8,"195,800",코트,4
10477,빈폴 레이디스 라이트 그린 스트레치 폭스퍼 애니 다운 점퍼 BF9X38U04L ,빈폴,5,"484,490",점퍼,1
10478,에잇세컨즈 블랙 플리츠 배색 롱 스커트 119Y27BYA5 ,에잇세컨즈,5,"50,090",스커트,1
10479,피렌비 버클 벨티드 카멜 울 캐시미어 핸드메이드 코트 GTS9-CT11030 ,지티글로벌,5,"212,800",코트,2
10480,후라밍고 폭스털구스다운 F16194050 ,후라밍고,5,"366,800",점퍼,2
10481,X2 제곱 테리점퍼 2col ,2019.11.,4.7,"126,000",점퍼,3
10482,스판 짱 기모 세미부츠컷 팬츠 A9750 ,2019.10.,4.4,"19,500",바지,64
10483,에잇세컨즈 아이보리 스티치 스트레이트 데님 팬츠 329X21LPY0 ,에잇세컨즈,4.6,"37,900",청바지,7
10484,3컬러 따뜻한니트 배색 워머 기모레깅스 ,2019.11.,4.1,"11,900",레깅스,10
10485,츕스 배색 뽀글이 집업 원피스 3컬러 ,2019.12.,5,"34,200",원피스,1
10486,키첼 1 1 매직핏 기모팬츠 ,키첼,4,"34,430",바지,12
10487,여성 패딩바지 오버사이즈 다운 패딩 여성 외피 하이웨이스트 슬림 빅 사이즈 기모 양면 스판 팬츠 연필 ,2019.10.,4.3,"31,500",바지,3
10488,보스 파이톤 쉬폰원피스 2col ,2019.10.,4.5,"29,900",원피스,19
10489,보니알렉스 누빔패딩벨티드점퍼 BDFC482 ,보니알렉스,4.4,"51,330",점퍼,12
10490,피치 커프스 셔츠 ,2019.10.,4.7,"25,800",블라우스/셔츠,111
10491,에고이스트 라글란 볼륨소매 구스다운 카키 EK4TD512 ,아이올리,5,"258,660",점퍼,1
10492,마리 플라워 하객 쉬폰 원피스 ,2019.12.,4.6,"24,900",원피스,963
10493,겨울상품 테디베어 뽀글이 양털 셔츠 청남방 ,2019.12.,4.1,"23,800",블라우스/셔츠,8
10494,YK YK 베이직 브이넥 롱 Y194C630-04 ,2019.12.,4.1,"27,800",조끼,8
10495,슬림핏 라운드 티셔츠 ,2019.08.,4.4,"8,900",티셔츠,385
10496,럭셔리갤러리 노비스 카를라 여성패딩 CARLA CROSSHATCH ,노비스,5,"739,000",점퍼,1
10497,무료베송 에끌 골지 니트 원피스 ,2019.11.,4,"30,000",원피스,8
10498,레코브 우주니트 LW319ZKN916X ,레코브,5,"35,080",니트/스웨터,4
10499,슬림 랩 골지 니트티 ,2019.11.,4.8,"17,800",니트/스웨터,4
10500,비지트인뉴욕 기모후드 롱원피스 VVBOPE8 ,비지트인뉴욕,3.3,"26,640",원피스,3
10501,슬림 부츠컷 기모 슬랙스 겨울 여자 정장바지 출근룩 ,2019.10.,3.5,"39,900",바지,2
10502,잇미샤 오버핏 캐시미어 혼방 더블 롱 코트 ITIBHHC680 ,시선인터내셔널,4.5,"293,400",코트,17
10503,랩 빤짝이 주름 샤 스커트 AK4WSA42 ,랩,4.9,"24,134",스커트,9
10504,케이블 니트 ,2019.10.,4.1,"28,500",니트/스웨터,164
10505,폴햄 여성 기모 롱 후드티 ,폴햄,4.1,"16,370",티셔츠,164
10506,샤틴 폭스 벨티드 덕다운 롱패딩 S184M843 ,영흥,4.7,"109,450",점퍼,6
10507,더아이잗 폭스퍼 후드 패딩 IICA2PD03 ,더아이잗,4.4,"179,400",점퍼,7
10508,피핀 소프트 와플 니트 107729 ,2019.11.,4.2,"21,930",니트/스웨터,105
10509,반폴라 롱 플레어 니트 원피스 ,모니카앤아리,4.6,"38,000",원피스,39
10510,잠뱅이 여 장식S T 바이오워싱 양모 일자 데님 AJ4DIG83 ,잠뱅이,4,"47,350",청바지,1
10511,루즈핏 핸드메이드 내피탈부착 울코트 ,2019.10.,4.8,"195,800",코트,4
10512,빈폴 레이디스 라이트 그린 스트레치 폭스퍼 애니 다운 점퍼 BF9X38U04L ,빈폴,5,"484,490",점퍼,1
